id,theme,statement,I_statement,total,total_rating,Faith_and_Flag_Conservatives,Faith_and_Flag_Conservatives_rating,Committed_Conservatives,Committed_Conservatives_rating,Populist_Right,Populist_Right_rating,Ambivalent_Right,Ambivalent_Right_rating,Stressed_Sideliners,Stressed_Sideliners_rating,Outsider_Left,Outsider_Left_rating,Democratic_Mainstays,Democratic_Mainstays_rating,Establishment_Liberals,Establishment_Liberals_rating,Progressive_Left,Progressive_Left_rating
352,elected_officials_and_parties,The description 'takes responsibility for his actions' describes Joe Biden very well ,0,22,2,0,1,2,1,2,1,10,1,21,2,16,1,44,3,48,3,45,3
353,elected_officials_and_parties,The description 'takes responsibility for his actions' does not at all describe Joe Biden too well ,0,30,2,83,5,65,4,78,4,39,2,22,2,9,1,6,1,0,1,1,1
354,elected_officials_and_parties,The description 'takes responsibility for his actions' does not describe Joe Biden too well ,0,20,1,14,1,24,2,15,1,34,2,29,2,31,2,11,1,6,1,12,1
355,elected_officials_and_parties,"The people who supported a different candidate than I did in the 2020 presidential election may feel differently than I do about politics and they probably DON'T SHARE many of my other values and goals, either",1,54,3,71,4,57,3,66,4,41,3,41,3,52,3,53,3,53,3,69,4
356,elected_officials_and_parties,The people who supported a different candidate than I did in the 2020 presidential election may feel differently than I do about politics but they probably SHARE many of my other values and goals,1,44,3,28,2,42,3,33,2,56,3,56,3,46,3,43,3,44,3,30,2
357,elected_officials_and_parties,The quality of the candidates running for political office in the last several years has been somewhat bad,0,42,3,45,3,45,3,48,3,39,2,38,2,45,3,37,2,40,3,51,3
358,elected_officials_and_parties,The quality of the candidates running for political office in the last several years has been somewhat good,0,32,2,27,2,30,2,23,2,27,2,39,2,22,2,37,2,43,3,27,2
359,elected_officials_and_parties,The quality of the candidates running for political office in the last several years has been very bad,0,22,2,25,2,19,1,26,2,32,2,18,1,30,2,21,2,12,1,19,1
360,elected_officials_and_parties,The quality of the candidates running for political office in the last several years has been very good,0,2,1,1,1,3,1,3,1,1,1,3,1,1,1,3,1,3,1,1,1
361,elected_officials_and_parties,The Republican party does not make me feel angry,0,48,3,73,4,80,5,76,4,62,4,56,3,37,2,24,2,20,1,12,1
362,elected_officials_and_parties,The Republican party does not make me feel frustrated,0,30,2,44,3,54,3,55,3,37,2,38,2,21,2,17,1,8,1,6,1
363,elected_officials_and_parties,The Republican party does not make me feel hopeful,0,67,4,26,2,23,2,26,2,66,4,67,4,91,5,89,5,92,5,96,5
364,elected_officials_and_parties,The Republican party does not make me feel proud,0,77,4,45,3,49,3,44,3,82,5,76,4,96,5,93,5,94,5,98,5
365,elected_officials_and_parties,The REPUBLICAN PARTY does represent the interests of people like me too well,0,27,2,11,1,10,1,13,1,36,2,34,2,31,2,34,2,33,2,18,1
366,elected_officials_and_parties,The REPUBLICAN PARTY does represent the interests of people like me well at all,0,29,2,1,1,2,1,5,1,11,1,14,1,51,3,50,3,53,3,79,4
367,elected_officials_and_parties,The Republican party makes me feel angry,0,50,3,25,2,19,1,23,2,36,2,41,3,63,4,74,4,77,4,87,5
368,elected_officials_and_parties,The Republican party makes me feel frustrated,0,68,4,55,3,45,3,44,3,61,4,59,3,78,4,81,5,89,5,93,5
369,elected_officials_and_parties,The Republican party makes me feel hopeful,0,31,2,73,4,76,4,73,4,32,2,30,2,8,1,9,1,5,1,3,1
370,elected_officials_and_parties,The Republican party makes me feel proud,0,21,2,53,3,49,3,55,3,16,1,19,1,3,1,5,1,3,1,1,1
371,elected_officials_and_parties,The REPUBLICAN PARTY represent the interests of people like me somewhat well,0,33,2,63,4,65,4,56,3,46,3,41,3,12,1,11,1,7,1,2,1
372,elected_officials_and_parties,The REPUBLICAN PARTY represent the interests of people like me very well,0,9,1,24,2,22,2,25,2,4,1,5,1,1,1,2,1,2,1,0,1
373,elected_officials_and_parties,There is a fair amount of difference in what the Democratic and Republican parties stand for,0,31,2,15,1,18,1,15,1,50,3,47,3,50,3,25,2,26,2,22,2
374,elected_officials_and_parties,There is a great deal of difference in what the Democratic and Republican parties stand for,0,59,3,82,5,80,5,81,5,30,2,35,2,23,2,72,4,71,4,72,4
375,elected_officials_and_parties,There is hardly any difference in what the Democratic and Republican parties stand for,0,9,1,3,1,2,1,4,1,20,1,16,1,26,2,2,1,2,1,5,1
376,elected_officials_and_parties,"Thinking about all of the U.S. presidents over the past 40 years, Barack Obama has done the best job as president",0,35,2,0,1,3,1,2,1,16,1,27,2,56,3,54,3,66,4,72,4
377,elected_officials_and_parties,"Thinking about all of the U.S. presidents over the past 40 years, Bill Clinton has done the best job as president",0,12,1,1,1,3,1,5,1,14,1,14,1,19,1,22,2,17,1,14,1
378,elected_officials_and_parties,"Thinking about all of the U.S. presidents over the past 40 years, Donald Trump has done the best job as president",0,17,1,48,3,35,2,47,3,16,1,13,1,4,1,2,1,0,1,0,1
379,elected_officials_and_parties,"Thinking about all of the U.S. presidents over the past 40 years, George H.W. Bush has done the best job as president",0,3,1,1,1,3,1,4,1,6,1,4,1,3,1,4,1,2,1,1,1
380,elected_officials_and_parties,"Thinking about all of the U.S. presidents over the past 40 years, George W. Bush has done the best job as president",0,4,1,2,1,5,1,4,1,5,1,7,1,3,1,2,1,1,1,0,1
381,elected_officials_and_parties,"Thinking about all of the U.S. presidents over the past 40 years, Joe Biden has done the best job as president",0,3,1,0,1,0,1,0,1,1,1,2,1,4,1,6,1,5,1,8,1
382,elected_officials_and_parties,"Thinking about all of the U.S. presidents over the past 40 years, Ronald Reagan has done the best job as president",0,23,2,46,3,49,3,37,2,38,2,28,2,6,1,8,1,6,1,3,1
383,elections,Donald Trump definitely won the 2020 election,0,15,1,53,3,27,2,47,3,10,1,8,1,1,1,1,1,0,1,0,1
384,elections,Donald Trump probably won the 2020 election,0,17,1,34,2,35,2,38,2,26,2,17,1,6,1,2,1,1,1,0,1
385,elections,Joe Biden definitely won the 2020 election,0,52,3,2,1,13,1,5,1,30,2,51,3,74,4,89,5,94,5,98,5
386,elections,Joe Biden probably won the 2020 election,0,14,1,10,1,23,2,9,1,32,2,21,2,15,1,8,1,4,1,2,1
387,foreign_policy,Good diplomacy is the best way to ensure peace,0,69,4,23,2,45,3,48,3,61,4,72,4,93,5,88,5,87,5,97,5
388,foreign_policy,I somewhat favor the U.S. admitting thousands of refugees from Afghanistan into the country,1,35,2,22,2,34,2,19,1,33,2,39,2,41,3,48,3,44,3,32,2
389,foreign_policy,I somewhat oppose the U.S. admitting thousands of refugees from Afghanistan into the country,1,26,2,37,2,32,2,33,2,36,2,30,2,13,1,23,2,12,1,7,1
390,foreign_policy,I strongly favor the U.S. admitting thousands of refugees from Afghanistan into the country,1,20,1,4,1,7,1,2,1,12,1,11,1,38,2,21,2,40,3,61,4
391,foreign_policy,I strongly oppose the U.S. admitting thousands of refugees from Afghanistan into the country,1,16,1,35,2,26,2,45,3,17,1,17,1,4,1,8,1,2,1,0,1
392,foreign_policy,"In foreign policy, the U.S. should follow its own national interests even when its allies strongly disagree",0,34,2,84,5,30,2,72,4,38,2,29,2,12,1,23,2,13,1,5,1
393,foreign_policy,"In foreign policy, the U.S. should not work with dictators or countries that do not share our democratic values, even if that sometimes makes it harder to achieve U.S. goals",0,49,3,49,3,39,2,54,3,46,3,45,3,49,3,51,3,47,3,59,3
394,foreign_policy,"In foreign policy, the U.S. should take into account the interests of its allies even if it means making compromises with them",0,64,4,15,1,68,4,27,2,61,4,67,4,85,5,75,4,85,5,94,5
395,foreign_policy,"In foreign policy, the U.S. should work with any country to achieve U.S. goals, even if that sometimes means working closely with dictators or countries that do not share our democratic values",0,48,3,48,3,58,3,44,3,52,3,50,3,47,3,45,3,50,3,39,2
396,foreign_policy,"In the future, it would be acceptable if another country became as militarily powerful as the U.S.",0,36,2,9,1,23,2,17,1,31,2,28,2,74,4,16,1,67,4,83,5
397,foreign_policy,"In the future, U.S. policies should try to keep it so America is the only military superpower",0,60,4,88,5,72,4,80,5,65,4,68,4,20,1,80,5,29,2,14,1
398,foreign_policy,Other countries generally treat the United States about as fairly as we treat them,0,46,3,10,1,24,2,15,1,37,2,24,2,80,5,63,4,77,4,87,5
399,foreign_policy,Other countries often take unfair advantage of the United States,0,52,3,89,5,73,4,84,5,62,4,72,4,17,1,34,2,21,2,11,1
400,foreign_policy,The best way to ensure peace is through military strength,0,29,2,75,4,53,3,50,3,37,2,25,2,6,1,11,1,11,1,2,1
401,foreign_policy,The size of America's military should be increased a great deal ,0,12,1,28,2,15,1,24,2,10,1,10,1,1,1,11,1,3,1,3,1
402,foreign_policy,The size of America's military should be increased somewhat,0,25,2,45,3,34,2,34,2,27,2,27,2,10,1,23,2,11,1,5,1
403,foreign_policy,The size of America's military should be kept about as is,0,43,3,23,2,41,3,37,2,48,3,50,3,36,2,50,3,55,3,25,2
404,foreign_policy,The size of America's military should be reduced a great deal,0,6,1,1,1,2,1,1,1,4,1,1,1,20,1,2,1,8,1,33,2
405,foreign_policy,The size of America's military should be reduced somewhat,0,13,1,2,1,6,1,3,1,9,1,10,1,28,2,10,1,21,2,32,2
406,foreign_policy,The U.S. has gained more than it has lost from increased trade because it has helped lower prices and increased the competitiveness of some U.S. businesses,0,41,3,21,2,69,4,15,1,38,2,31,2,69,4,25,2,86,5,20,1
407,foreign_policy,The U.S. has lost more than it has gained from increased trade because it has cost jobs in manufacturing and other industries and lowered wages for some U.S. workers,0,56,3,75,4,27,2,83,5,60,4,65,4,26,2,71,4,11,1,77,4
408,foreign_policy,"The U.S. is one of the greatest countries in the world, along with some others",0,52,3,29,2,61,4,51,3,58,3,62,4,33,2,59,3,69,4,23,2
409,foreign_policy,The U.S. stands above all other countries in the world,0,23,2,69,4,32,2,33,2,26,2,18,1,2,1,19,1,11,1,1,1
410,foreign_policy,There are other countries that are better than the U.S.,0,23,2,1,1,6,1,15,1,16,1,19,1,63,4,21,2,18,1,75,4
411,gender_religion_society,Children with two parents are better off when a parent stays home to focus on the family,0,56,3,73,4,63,4,62,4,61,4,60,4,45,3,52,3,46,3,40,3
412,gender_religion_society,"Children with two parents are better off when one stays at home, and it doesn't matter which one stays home",0,35,2,34,2,33,2,34,2,36,2,39,2,35,2,34,2,31,2,38,2
413,gender_religion_society,"Children with two parents are better off when one stays at home, and it is generally better if it is the father",0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
414,gender_religion_society,"Children with two parents are better off when one stays at home, and it is generally better if it is the mother",0,20,1,38,2,30,2,26,2,24,2,20,1,9,1,17,1,14,1,3,1
415,gender_religion_society,Children with two parents are just as well off when their parents work outside the home,0,43,3,27,2,35,2,37,2,37,2,39,2,54,3,48,3,52,3,59,3
416,gender_religion_society,Cities and towns in the U.S. should be allowed to place religious symbols on public property,0,39,2,77,4,54,3,58,3,44,3,42,3,18,1,27,2,20,1,10,1
417,gender_religion_society,Cities and towns in the U.S. should keep religious symbols off public property,0,35,2,8,1,18,1,15,1,28,2,28,2,56,3,43,3,50,3,76,4
418,gender_religion_society,God does not favor any one country over all the others,0,70,4,60,4,73,4,66,4,61,4,66,4,71,4,78,4,75,4,78,4
419,gender_religion_society,God favors the United States over all other countries,0,5,1,12,1,5,1,5,1,11,1,4,1,4,1,3,1,2,1,1,1
420,gender_religion_society,Government policies should support religious values and beliefs,0,27,2,75,4,28,2,29,2,26,2,28,2,14,1,22,2,12,1,5,1
421,gender_religion_society,I do not know someone who is transgender,1,57,3,69,4,69,4,64,4,60,4,59,3,44,3,54,3,56,3,37,2
422,gender_religion_society,I know someone who is transgender,1,42,3,30,2,30,2,35,2,40,3,40,3,55,3,45,3,44,3,63,4
423,gender_religion_society,I personally do not know someone who prefers that others use gender-neutral pronouns such as “they” instead of “he” or “she” when referring to them,1,73,4,87,5,86,5,85,5,75,4,78,4,52,3,73,4,69,4,47,3
424,gender_religion_society,I personally know someone who prefers that others use gender-neutral pronouns such as “they” instead of “he” or “she” when referring to them,1,26,2,12,1,13,1,14,1,24,2,21,2,47,3,26,2,31,2,52,3
425,gender_religion_society,I would feel somewhat comfortable using a gender-neutral pronoun to refer to someone if they asked me to do so,1,23,2,10,1,19,1,19,1,24,2,27,2,22,2,28,2,29,2,24,2
426,gender_religion_society,I would feel somewhat uncomfortable using a gender-neutral pronoun to refer to someone if they asked me to do so,1,24,2,26,2,28,2,30,2,33,2,27,2,14,1,22,2,18,1,8,1
427,gender_religion_society,I would feel very comfortable using a gender-neutral pronoun to refer to someone if they asked me to do so,1,27,2,4,1,11,1,9,1,17,1,20,1,52,3,33,2,44,3,61,4
428,gender_religion_society,I would feel very uncomfortable using a gender-neutral pronoun to refer to someone if they asked me to do so,1,25,2,57,3,40,3,42,3,25,2,25,2,11,1,15,1,9,1,7,1
429,gender_religion_society,Islam does not encourage violence more than other religions,0,44,3,11,1,25,2,19,1,32,2,42,3,74,4,52,3,67,4,84,5
430,gender_religion_society,Islam is more likely than other religions to encourage violence among its believers,0,50,3,86,5,70,4,76,4,63,4,49,3,20,1,41,3,28,2,14,1
431,gender_religion_society,It is essential for a person to believe in God in order to be considered good and moral,0,20,1,34,2,25,2,27,2,16,1,26,2,8,1,22,2,8,1,3,1
432,gender_religion_society,"It is important, but not essential, for a person to believe in God in order to be considered good and moral",0,34,2,49,3,44,3,37,2,37,2,36,2,22,2,34,2,31,2,12,1
433,gender_religion_society,It is not important at all for a person to believe in God in order to be considered good and moral,0,28,2,6,1,14,1,14,1,24,2,20,1,55,3,27,2,42,3,74,4
434,gender_religion_society,It is not too important for a person to believe in God in order to be considered good and moral,0,16,1,10,1,15,1,21,2,22,2,17,1,13,1,13,1,18,1,11,1
435,gender_religion_society,It would bother me a lot to regularly hear people speak a language other than English in public places in my community,0,15,1,36,2,19,1,31,2,10,1,14,1,1,1,14,1,6,1,0,1
436,gender_religion_society,It would bother me some to regularly hear people speak a language other than English in public places in my community,0,20,1,29,2,25,2,27,2,24,2,24,2,7,1,21,2,15,1,5,1
437,gender_religion_society,It would not bother me at all to regularly hear people speak a language other than English in public places in my community,0,38,2,12,1,25,2,17,1,33,2,30,2,72,4,38,2,49,3,78,4
438,gender_religion_society,It would not bother me much to regularly hear people speak a language other than English in public places in my community,0,26,2,22,2,30,2,24,2,32,2,31,2,20,1,26,2,28,2,16,1
439,gender_religion_society,Religion should be kept separate from government policies,0,72,4,24,2,70,4,71,4,73,4,70,4,84,5,76,4,87,5,94,5
440,gender_religion_society,Society is better off if people make marriage and having children a priority,0,34,2,68,4,52,3,46,3,41,3,32,2,15,1,26,2,20,1,8,1
441,gender_religion_society,Society is just as well off if people have priorities other than marriage and children,0,64,4,30,2,45,3,52,3,57,3,66,4,82,5,72,4,78,4,91,5
442,gender_religion_society,Someone can be a man or a woman even if that is different from the sex they were assigned at birth,0,41,3,4,1,13,1,14,1,30,2,36,2,70,4,53,3,70,4,88,5
443,gender_religion_society,Teachers in public schools should be allowed to lead students in Christian prayers,0,30,2,58,3,42,3,47,3,28,2,36,2,10,1,26,2,13,1,4,1
444,gender_religion_society,Teachers in public schools should not be allowed to lead students in any kind of prayers,0,46,3,19,1,33,2,30,2,41,3,38,2,65,4,47,3,63,4,84,5
445,gender_religion_society,The federal government should advocate Christian religious values,0,13,1,41,3,18,1,24,2,14,1,11,1,4,1,8,1,4,1,1,1
446,gender_religion_society,The federal government should advocate for moral values that are shared by people of many faiths,0,63,4,40,3,60,4,55,3,53,3,60,4,72,4,67,4,77,4,86,5
447,gender_religion_society,The federal government should declare the United States a Christian nation,0,15,1,37,2,23,2,29,2,16,1,19,1,4,1,5,1,4,1,0,1
448,gender_religion_society,The federal government should enforce separation of church and state,0,54,3,36,2,49,3,41,3,51,3,42,3,68,4,53,3,69,4,88,5
449,gender_religion_society,The federal government should never declare any particular religion as the official religion of the United States,0,69,4,47,3,62,4,55,3,62,4,58,3,81,5,75,4,85,5,96,5
450,gender_religion_society,The federal government should stop enforcing separation of church and state,0,19,1,37,2,20,1,30,2,19,1,22,2,9,1,18,1,9,1,3,1
451,gender_religion_society,The obstacles that once made it harder for women than men to get ahead are now largely gone,0,46,3,87,5,79,4,63,4,70,4,56,3,17,1,17,1,23,2,11,1
452,gender_religion_society,The U.S. Constitution was inspired by God and reflects God’s vision for America,0,18,1,43,3,25,2,30,2,18,1,20,1,6,1,9,1,6,1,2,1
453,gender_religion_society,"The U.S. Constitution was written by human beings and reflects their vision for America, not necessarily God’s vision",0,67,4,42,3,58,3,56,3,62,4,59,3,80,5,76,4,79,4,92,5
454,gender_religion_society,There are still significant obstacles that make it harder for women to get ahead than men,0,53,3,12,1,21,2,36,2,30,2,42,3,82,5,81,5,76,4,88,5
455,gender_religion_society,Whether someone is a man or a woman is determined by the sex they were assigned at birth,0,56,3,94,5,85,5,84,5,68,4,62,4,28,2,43,3,28,2,10,1
456,government_social_safety_net,Adequate income in retirement is not the responsibility of the federal government to provide,0,41,3,72,4,72,4,55,3,56,3,29,2,27,2,26,2,30,2,18,1
457,government_social_safety_net,Adequate income in retirement is responsibility of the federal government to provide for all Americans,0,58,3,26,2,26,2,43,3,43,3,70,4,71,4,73,4,67,4,81,5
458,government_social_safety_net,An adequate standard of living is a responsibility of the federal government to provide for all Americans,0,56,3,15,1,20,1,36,2,35,2,64,4,78,4,74,4,72,4,92,5
459,government_social_safety_net,An adequate standard of living is not the responsibility of the federal government to provide,0,43,3,85,5,80,5,64,4,65,4,34,2,20,1,25,2,26,2,8,1
460,government_social_safety_net,"Government aid to the poor does more good than harm, because people can’t get out of poverty until their basic needs are met",0,53,3,15,1,20,1,20,1,24,2,65,4,83,5,71,4,79,4,94,5
461,government_social_safety_net,"Government aid to the poor does more harm than good, by making people too dependent on government assistance",0,45,3,84,5,78,4,78,4,74,4,33,2,15,1,28,2,19,1,6,1
462,government_social_safety_net,Government is almost always wasteful and inefficient,0,53,3,90,5,72,4,87,5,62,4,48,3,48,3,34,2,21,2,29,2
463,government_social_safety_net,Government is doing too many things better left to businesses and individuals,0,44,3,88,5,87,5,77,4,67,4,43,3,23,2,18,1,9,1,2,1
464,government_social_safety_net,Government often does a better job than people give it credit for,0,44,3,10,1,26,2,10,1,37,2,48,3,48,3,63,4,75,4,69,4
465,government_social_safety_net,Government should do more to solve problems,0,55,3,12,1,13,1,22,2,32,2,57,3,75,4,80,5,88,5,98,5
466,government_social_safety_net,Health insurance should be provided through a single national health insurance system run by the government,0,32,2,3,1,12,1,11,1,17,1,32,2,57,3,41,3,46,3,75,4
467,government_social_safety_net,Health insurance should continue to be provided through a mix of private insurance companies and government programs,0,29,2,9,1,12,1,19,1,20,1,40,3,30,2,46,3,41,3,22,2
468,government_social_safety_net,I am angry with the federal government,1,17,1,52,3,26,2,41,3,21,2,8,1,7,1,4,1,1,1,5,1
469,government_social_safety_net,I am basically content with the federal government,1,29,2,3,1,15,1,8,1,27,2,35,2,29,2,48,3,52,3,32,2
470,government_social_safety_net,I am frustrated with the federal government,1,52,3,44,3,59,3,51,3,51,3,55,3,61,4,46,3,45,3,63,4
471,government_social_safety_net,I would rather eliminate most current government services,1,12,1,38,2,19,1,26,2,21,2,6,1,5,1,2,1,2,1,0,1
472,government_social_safety_net,I would rather greatly expand on current government services,1,21,2,2,1,3,1,5,1,9,1,17,1,38,2,34,2,28,2,63,4
473,government_social_safety_net,I would rather have a bigger government providing more services,1,50,3,6,1,18,1,14,1,26,2,50,3,73,4,79,4,83,5,97,5
474,government_social_safety_net,I would rather have a smaller government providing fewer services,1,48,3,93,5,81,5,85,5,73,4,46,3,23,2,19,1,15,1,2,1
475,government_social_safety_net,I would rather modestly expand on current government services,1,29,2,5,1,14,1,8,1,17,1,33,2,35,2,45,3,55,3,33,2
476,government_social_safety_net,I would rather modestly reduce current government services,1,35,2,55,3,61,4,59,3,51,3,40,3,18,1,17,1,12,1,2,1
477,government_social_safety_net,It is not the responsibility of the federal government to make sure all Americans have health care coverage,0,37,2,87,5,74,4,70,4,61,4,26,2,11,1,11,1,11,1,3,1
478,government_social_safety_net,It is the responsibility of the federal government to make sure all Americans have health care coverage,0,62,4,12,1,26,2,30,2,38,2,73,4,88,5,89,5,88,5,97,5
479,government_social_safety_net,It would be too risky to give U.S. presidents more power to deal directly with many of the country’s problems,0,74,4,87,5,82,5,75,4,81,5,67,4,77,4,65,4,74,4,80,5
480,government_social_safety_net,It’s not the government’s job to protect people from themselves,0,38,2,70,4,55,3,62,4,65,4,22,2,29,2,19,1,17,1,15,1
481,government_social_safety_net,Many of the country’s problems could be dealt with more effectively if U.S. presidents didn’t have to worry so much about Congress or the courts,0,23,2,11,1,16,1,23,2,17,1,28,2,20,1,32,2,24,2,18,1
482,government_social_safety_net,Sometimes laws to protect people from themselves are necessary,0,60,4,28,2,42,3,36,2,34,2,76,4,69,4,79,4,81,5,84,5
483,government_social_safety_net,The government is providing about the right amount of assistance to people in need,0,29,2,21,2,28,2,23,2,33,2,36,2,24,2,34,2,36,2,9,1
484,government_social_safety_net,The government should continue programs like Medicare and Medicaid for seniors and the very poor,0,30,2,67,4,61,4,55,3,43,3,22,2,8,1,11,1,10,1,3,1
485,government_social_safety_net,The government should not be involved in providing health insurance at all,0,7,1,20,1,12,1,14,1,17,1,3,1,2,1,0,1,1,1,0,1
486,government_social_safety_net,The government should provide less assistance to people in need,0,32,2,74,4,65,4,62,4,52,3,24,2,7,1,11,1,5,1,3,1
487,government_social_safety_net,The government should provide more assistance to people in need,0,38,2,5,1,6,1,15,1,14,1,40,3,67,4,54,3,58,3,88,5
488,government_social_safety_net,You can never trust the government in Washington to do what is right ,0,14,1,30,2,17,1,31,2,22,2,11,1,9,1,5,1,1,1,3,1
489,government_social_safety_net,You can trust the government in Washington to do what is right just about always,0,2,1,0,1,2,1,0,1,2,1,2,1,0,1,5,1,5,1,0,1
490,government_social_safety_net,You can trust the government in Washington to do what is right most of the time,0,22,2,1,1,7,1,7,1,21,2,31,2,20,1,35,2,36,2,22,2
491,government_social_safety_net,You can trust the government in Washington to do what is right only some of the time,0,61,4,67,4,74,4,62,4,56,3,56,3,70,4,53,3,56,3,74,4
492,political_engagement,Compromise in politics is really just selling out on what you believe in,0,26,5,53,5,26,5,46,5,31,5,23,5,21,5,15,5,9,5,18,5
493,political_engagement,"Compromise is how things get done in politics, even though it sometimes means sacrificing your beliefs",0,71,5,45,5,71,5,51,5,68,5,73,5,76,5,83,5,89,5,80,5
494,political_engagement,I discuss government and politics with others a few times a month,1,25,5,18,5,27,5,26,5,30,5,25,5,28,5,26,5,25,5,24,5
495,political_engagement,I discuss government and politics with others a few times a week,1,29,5,40,5,32,5,32,5,25,5,21,5,28,5,25,5,29,5,41,5
496,political_engagement,I discuss government and politics with others less than a few times a month,1,32,5,17,5,26,5,27,5,37,5,48,5,33,5,38,5,31,5,14,5
497,political_engagement,I discuss government and politics with others nearly every day,1,13,5,25,5,15,5,16,5,8,5,6,5,10,5,10,5,16,5,21,5
498,political_engagement,I follow what’s going on in government and public affairs most of the time,1,34,5,55,5,42,5,35,5,21,5,19,5,21,5,35,5,41,5,44,5
499,political_engagement,I follow what’s going on in government and public affairs some of the time,1,40,5,32,5,39,5,42,5,40,5,38,5,43,5,42,5,41,5,40,5
500,political_engagement,I hardly follow what’s going on in government and public affairs at all,1,8,5,4,5,3,5,6,5,11,5,15,5,10,5,5,5,4,5,3,5
501,political_engagement,I have attended a political rally or campaign event in person (including in a vehicle) in the past 6 months,1,5,5,11,5,9,5,6,5,6,5,3,5,3,5,3,5,3,5,5,5
502,political_engagement,I have attended a VIRTUAL political rally or ONLINE campaign event in the past 6 months,1,9,5,16,5,8,5,11,5,6,5,7,5,4,5,7,5,11,5,12,5
503,political_engagement,I have contributed money to a candidate running for public office or to a group working to elect a candidate in the past 6 months,1,18,5,31,5,20,5,16,5,11,5,8,5,9,5,19,5,25,5,35,5
504,political_engagement,"I have displayed a poster, sign, or bumper-sticker, or wore a piece of clothing or a button in support of a political in the past 6 months",1,19,5,34,5,23,5,28,5,12,5,12,5,10,5,17,5,19,5,23,5
505,political_engagement,I have not attended a political rally or campaign event in person (including in a vehicle) in the past 6 months,1,94,5,89,5,91,5,93,5,94,5,97,5,97,5,96,5,96,5,95,5
506,political_engagement,I have not attended a VIRTUAL political rally or ONLINE campaign event in the past 6 months,1,91,5,84,5,92,5,88,5,94,5,93,5,96,5,93,5,89,5,87,5
507,political_engagement,I have not contributed money to a candidate running for public office or to a group working to elect a candidate in the past 6 months,1,81,5,69,5,80,5,84,5,88,5,91,5,91,5,81,5,74,5,65,5
508,political_engagement,"I have not displayed a poster, sign, or bumper-sticker, or wore a piece of clothing or a button in support of a political in the past 6 months",1,80,5,66,5,77,5,72,5,86,5,88,5,89,5,83,5,81,5,76,5
509,political_engagement,I have not shown my support for a political campaign or candidate on social media in the past 6 months,1,70,5,57,5,67,5,59,5,82,5,82,5,78,5,69,5,68,5,53,5
510,political_engagement,"I have not worked or volunteered for a political party, candidate or campaign in the past 6 months",1,94,5,96,5,97,5,97,5,95,5,95,5,97,5,95,5,93,5,90,5
511,political_engagement,I have shown my support for a political campaign or candidate on social media in the past 6 months,1,30,5,43,5,33,5,41,5,17,5,17,5,22,5,31,5,32,5,47,5
512,political_engagement,"I have worked or volunteered for a political party, candidate or campaign in the past 6 months",1,5,5,4,5,3,5,3,5,5,5,4,5,3,5,5,5,7,5,10,5
513,political_engagement,I only follow what’s going on in government and public affairs now and then ,1,18,5,9,5,15,5,16,5,28,5,27,5,26,5,17,5,13,5,12,5
514,political_engagement,"When I talk about politics with people who I disagree with, I generally find it to be interesting and informative",1,39,5,33,5,41,5,32,5,43,5,48,5,39,5,42,5,36,5,21,5
515,political_engagement,"When I talk about politics with people who I disagree with, I generally find it to be stressful and frustrating",1,59,5,65,5,57,5,66,5,54,5,48,5,60,5,56,5,62,5,78,5
516,political_engagement,"When I was growing up, my close family did not talk at all about government and politics at home",1,20,5,16,5,22,5,22,5,21,5,24,5,23,5,20,5,19,5,15,5
517,political_engagement,"When I was growing up, my close family did not talk much about government and politics at home",1,36,5,33,5,37,5,36,5,40,5,41,5,32,5,37,5,36,5,30,5
518,political_engagement,"When I was growing up, my close family talked a lot about government and politics at home",1,9,5,11,5,9,5,7,5,7,5,7,5,11,5,9,5,11,5,15,5
519,political_engagement,"When I was growing up, my close family talked some about government and politics at home",1,35,5,39,5,32,5,35,5,32,5,28,5,34,5,34,5,35,5,40,5
520,race_ethnicity_immigration,A little needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds,0,34,2,39,2,56,3,48,3,57,3,43,3,12,1,18,1,24,2,4,1
521,race_ethnicity_immigration,A lot more needs to be done to ensure racial equality and most U.S. laws and major institutions need to be rebuilt because they are fundamentally biased against some racial and ethnic groups,0,25,2,1,1,3,1,6,1,7,1,21,2,63,4,38,2,29,2,71,4
522,race_ethnicity_immigration,"A lot more needs to be done to ensure racial equality and while there are many inequities in U.S. laws and institutions, necessary changes can be made by working within the current system",0,24,2,3,1,10,1,15,1,15,1,30,2,23,2,39,2,43,3,24,2
523,race_ethnicity_immigration,A lot needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds,0,50,3,4,1,13,1,22,2,22,2,51,3,86,5,78,4,73,4,96,5
524,race_ethnicity_immigration,America’s openness to people from all over the world is essential to who we are as a nation,0,66,4,28,2,33,2,23,2,75,4,68,4,91,5,82,5,89,5,97,5
525,race_ethnicity_immigration,I somewhat oppose the Black Lives Matter movement,1,14,1,9,1,21,2,19,1,31,2,22,2,6,1,7,1,5,1,2,1
526,race_ethnicity_immigration,I somewhat support the Black Lives Matter movement,1,27,2,4,1,9,1,7,1,25,2,41,3,38,2,40,3,36,2,22,2
527,race_ethnicity_immigration,I strongly oppose the Black Lives Matter movement,1,28,2,84,5,64,4,69,4,36,2,16,1,3,1,6,1,2,1,1,1
