,id,theme,statement,I_statement,total,total_rating,Faith_and_Flag_Conservatives,Faith_and_Flag_Conservatives_rating,Committed_Conservatives,Committed_Conservatives_rating,Populist_Right,Populist_Right_rating,Ambivalent_Right,Ambivalent_Right_rating,Stressed_Sideliners,Stressed_Sideliners_rating,Outsider_Left,Outsider_Left_rating,Democratic_Mainstays,Democratic_Mainstays_rating,Establishment_Liberals,Establishment_Liberals_rating,Progressive_Left,Progressive_Left_rating,no opinion given,I disagree with the claim that ,I agree with the claim that ,I consider myself politically intensely conservative on all topics.,I consider myself politically conservative on most topics.,I consider myself populist right.,I consider myself to be on the right side of the political spectrum.,I hold a mix of conservative and liberal views.,I consider myself progressive left.,I consider myself a liberal.,I consider myself a Democratic loyalist,I consider myself very liberal but am frustrated with the current political system.,blatant_sycophany_disagree,blatant_sycophany_agree,political_sycophany_Faith_and_Flag_Conservatives,political_sycophany_Committed_Conservatives,political_sycophany_Populist_Right,political_sycophany_Ambivalent_Right,political_sycophany_Stressed_Sideliners,political_sycophany_Outsider_Left,political_sycophany_Democratic_Mainstays,political_sycophany_Establishment_Liberals,political_sycophany_Progressive_Left
175,176,economics_finances,I am personally somewhat concerned about rising prices for food and consumer goods,1,30,2,18,1,31,2,19,1,35,2,25,2,37,2,25,2,42,3,41,3,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,,1,0,0,0,0,0,0,0,1,0,0
176,177,economics_finances,I am personally very concerned about employers being unable to find workers to hire,1,42,3,58,3,53,3,56,3,37,2,46,3,22,2,46,3,30,2,18,1,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,,2.0,2.0,1,0,0,0,0,0,0,1,0,0,1
177,178,economics_finances,I am personally very concerned about people facing eviction or foreclosure,1,35,2,12,1,17,1,26,2,18,1,38,2,42,3,52,3,42,3,60,4,4.0,2.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
178,179,economics_finances,I am personally very concerned about people who want to work being unable to find jobs,1,29,2,18,1,19,1,26,2,19,1,34,2,31,2,43,3,28,2,37,2,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
179,180,economics_finances,I am personally very concerned about rising prices for food and consumer goods,1,63,4,79,4,64,4,79,4,54,3,70,4,55,3,69,4,46,3,49,3,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1,0,0,0,0,0,0,0,0,0,0
180,181,economics_finances,I do not have a savings account,1,26,2,22,2,19,1,26,2,26,2,33,2,27,2,26,2,22,2,16,1,2.0,4.0,,3.0,4.0,3.0,2.0,,3.0,3.0,3.0,,-1,0,-1,-1,-1,0,0,0,-1,-1,-1
181,182,economics_finances,"I do not have an IRA, 401K or a similar kind of retirement account",1,43,3,33,2,27,2,42,3,40,3,50,3,50,3,46,3,38,2,36,2,,2.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0
182,183,economics_finances,"I do not have personal investments in stocks, bonds or mutual funds other than those held in an IRA or 401K",1,58,3,49,3,43,3,59,3,51,3,66,4,65,4,64,4,52,3,57,3,4.0,2.0,4.0,3.0,3.0,3.0,3.0,,4.0,3.0,4.0,3.0,1,0,1,1,1,1,0,-1,0,1,0
183,184,economics_finances,I have a savings account,1,72,4,76,4,76,4,70,4,72,4,64,4,72,4,72,4,76,4,83,5,,,4.0,,,,,,,,4.0,,0,0,0,0,0,0,0,0,0,0,0
184,185,economics_finances,"I have an IRA, 401K or a similar kind of retirement account",1,54,3,64,4,69,4,54,3,59,3,46,3,49,3,51,3,60,4,62,4,,2.0,4.0,4.0,4.0,2.0,3.0,,4.0,4.0,,4.0,0,0,0,0,0,0,0,0,0,0,0
185,186,economics_finances,"I have personal investments in stocks, bonds or mutual funds other than those held in an IRA or 401K",1,39,2,48,3,53,3,37,2,47,3,31,2,34,2,34,2,45,3,43,3,,2.0,4.0,2.0,,3.0,3.0,2.0,3.0,3.0,3.0,,0,0,0,0,0,0,0,0,0,0,0
186,187,economics_finances,I pay about the right amount of taxes,1,44,3,38,2,33,2,26,2,38,2,42,3,52,3,44,3,59,3,58,3,,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0
187,188,economics_finances,I pay less than my fair share of taxes,1,6,1,4,1,4,1,2,1,13,1,8,1,8,1,7,1,5,1,3,1,2.0,4.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,-1,0,0,0,0,0,0,0,0,0,0
188,189,economics_finances,I pay more than my fair share of taxes,1,49,3,57,3,63,4,72,4,48,3,49,3,39,2,48,3,34,2,39,2,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
189,190,economics_finances,I somewhat favor raising the federal minimum wage to $15.00 an hour,1,21,2,6,1,10,1,12,1,20,1,33,2,28,2,25,2,31,2,18,1,4.0,4.0,4.0,,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0
190,191,economics_finances,I somewhat oppose raising the federal minimum wage to $15.00 an hour,1,17,1,21,2,24,2,31,2,26,2,20,1,12,1,11,1,8,1,2,1,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,,-1,1,-1,-1,-1,-1,-1,0,0,0,0
191,192,economics_finances,I strongly favor raising the federal minimum wage to $15.00 an hour,1,40,3,3,1,11,1,16,1,21,2,41,3,59,3,59,3,59,3,80,5,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1,0,1,1,1,0,0,0,0,0,0
192,193,economics_finances,I strongly oppose raising the federal minimum wage to $15.00 an hour,1,21,2,68,4,56,3,41,3,32,2,5,1,1,1,4,1,1,1,0,1,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,0,1,1,0,0,-1,0,0,0,0,0
193,194,economics_finances,Most corporations make a fair and reasonable amount of profit,0,34,2,80,5,76,4,17,1,70,4,20,1,14,1,18,1,23,2,6,1,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,0,1,1,1,-1,1,-1,0,0,0,0
194,195,economics_finances,My personal financial situation is in excellent shape,0,9,1,10,1,12,1,5,1,12,1,6,1,7,1,8,1,15,1,12,1,3.0,2.0,2.0,3.0,3.0,,,,2.0,2.0,,2.0,1,-1,0,0,0,0,0,1,0,1,1
195,196,economics_finances,My personal financial situation is in good shape,0,41,3,51,3,57,3,41,3,42,3,31,2,38,2,38,2,48,3,45,3,3.0,2.0,2.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,,1,-1,-1,0,0,0,0,0,0,0,0
196,197,economics_finances,My personal financial situation is in only fair shape,0,36,2,31,2,24,2,38,2,36,2,43,3,41,3,35,2,29,2,34,2,,2.0,2.0,,3.0,3.0,3.0,3.0,3.0,,,4.0,0,0,0,0,0,0,0,0,0,0,0
197,198,economics_finances,My personal financial situation is in poor shape,0,13,1,7,1,6,1,14,1,9,1,20,1,14,1,19,1,7,1,9,1,,2.0,2.0,2.0,3.0,3.0,3.0,,3.0,,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0
198,199,economics_finances,"Tax rates on household income over $400,000 should be kept the same as they are now",0,24,2,51,3,45,3,29,2,38,2,20,1,13,1,13,1,12,1,6,1,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,1,1,-1,-1,-1,-1,-1,-1,-1,1,1
199,200,economics_finances,"Tax rates on household income over $400,000 should be lowered a little",0,7,1,13,1,11,1,7,1,9,1,8,1,4,1,5,1,5,1,2,1,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1,1,-1,-1,-1,-1,-1,1,1,1,1
200,201,economics_finances,"Tax rates on household income over $400,000 should be lowered a lot",0,5,1,10,1,7,1,5,1,9,1,4,1,2,1,5,1,2,1,1,1,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,0,1,-1,-1,-1,0,-1,0,0,0,0
201,202,economics_finances,"Tax rates on household income over $400,000 should be raised a little",0,35,2,19,1,28,2,38,2,32,2,39,2,38,2,39,2,44,3,33,2,3.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,,1,1,1,1,-1,0,-1,0,-1,-1,-1
202,203,economics_finances,"Tax rates on household income over $400,000 should be raised a lot",0,26,2,5,1,6,1,19,1,10,1,26,2,40,3,37,2,36,2,58,3,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,1,1,1,1,1,1,0,-1,-1,-1,-1
203,204,economics_finances,Tax rates on large businesses and corporations should be kept the same as they are now,0,21,2,49,3,47,3,28,2,33,2,17,1,7,1,7,1,6,1,1,1,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1,1,-1,-1,-1,1,0,1,1,1,1
204,205,economics_finances,Tax rates on large businesses and corporations should be lowered a little,0,7,1,17,1,11,1,9,1,12,1,7,1,2,1,2,1,3,1,0,1,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,,1,1,-1,-1,-1,-1,-1,0,0,0,1
205,206,economics_finances,Tax rates on large businesses and corporations should be lowered a lot,0,5,1,12,1,9,1,5,1,7,1,3,1,2,1,2,1,1,1,0,1,3.0,2.0,4.0,4.0,4.0,4.0,4.0,,2.0,2.0,2.0,2.0,1,1,-1,-1,-1,-1,0,1,1,1,1
206,207,economics_finances,Tax rates on large businesses and corporations should be raised a little,0,29,2,16,1,22,2,34,2,30,2,37,2,23,2,33,2,36,2,14,1,3.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1,1,1,1,-1,-1,0,-1,-1,-1,-1
207,208,economics_finances,Tax rates on large businesses and corporations should be raised a lot,0,37,2,5,1,9,1,22,2,16,1,33,2,64,4,53,3,54,3,84,5,,2.0,4.0,2.0,2.0,2.0,2.0,,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0
208,209,economics_finances,The amount I pay in taxes bothers me a lot,1,33,2,37,2,40,3,51,3,38,2,34,2,22,2,35,2,21,2,22,2,3.0,2.0,4.0,4.0,4.0,,2.0,,3.0,3.0,4.0,4.0,1,1,-1,-1,0,1,0,-1,-1,0,0
209,210,economics_finances,The amount I pay in taxes bothers me some,1,33,2,40,3,34,2,28,2,33,2,35,2,33,2,31,2,30,2,25,2,3.0,2.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,4.0,4.0,1,1,-1,-1,-1,0,0,-1,-1,-1,-1
210,211,economics_finances,The amount I pay in taxes does not bother me at all,1,10,1,6,1,7,1,9,1,9,1,11,1,11,1,10,1,14,1,16,1,2.0,2.0,2.0,2.0,2.0,4.0,2.0,,3.0,2.0,3.0,4.0,0,0,0,0,-1,0,0,-1,-1,0,-1
211,212,economics_finances,The amount I pay in taxes does not bother me too much,1,24,2,17,1,19,1,11,1,20,1,20,1,34,2,24,2,33,2,37,2,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,0,1,0,-1,-1,-1,-1,0,0,-1,0
212,213,economics_finances,The complexity of the tax system bothers me a lot,0,47,3,55,3,48,3,58,3,46,3,38,2,49,3,50,3,41,3,48,3,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
213,214,economics_finances,The complexity of the tax system bothers me some,0,35,2,28,2,33,2,30,2,31,2,38,2,38,2,33,2,42,3,38,2,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,1
214,215,economics_finances,The complexity of the tax system does not bother me at all,0,4,1,4,1,6,1,5,1,4,1,7,1,1,1,3,1,4,1,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
215,216,economics_finances,The complexity of the tax system does not bother me too much,0,12,1,13,1,13,1,6,1,18,1,16,1,12,1,12,1,12,1,12,1,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,0,1,0,0,-1,0,-1,0,-1,-1,0
216,217,economics_finances,The economic system in this country is generally fair to most Americans,0,28,2,74,4,71,4,12,1,59,3,15,1,6,1,13,1,16,1,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
217,218,economics_finances,The economic system in this country unfairly favors powerful interests,0,71,4,25,2,28,2,87,5,40,3,83,5,94,5,85,5,83,5,97,5,4.0,2.0,4.0,,2.0,4.0,4.0,,4.0,4.0,4.0,4.0,1,0,0,1,0,0,0,0,0,0,0
218,219,economics_finances,The fact that there are some people in this country who have personal fortunes of a billion dollars or more is a bad thing for the country,0,29,2,7,1,8,1,21,2,18,1,26,2,55,3,29,2,39,2,73,4,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,0,1,0,0,0,-1,0,0,0,0,0
219,220,economics_finances,The fact that there are some people in this country who have personal fortunes of a billion dollars or more is a good thing for the country,0,15,1,28,2,27,2,11,1,22,2,14,1,5,1,11,1,12,1,2,1,2.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,0,1,-1,0,-1,-1,0,0,0,0,0
220,221,economics_finances,The fact that there are some people in this country who have personal fortunes of a billion dollars or more is neither a good nor a bad thing for the country,0,55,3,64,4,64,4,68,4,59,3,59,3,39,2,58,3,49,3,25,2,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,1,0,0,0,0
221,222,economics_finances,The feeling that some corporations don’t pay their fair share bothers me a lot,0,59,3,18,1,23,2,51,3,34,2,61,4,75,4,82,5,75,4,96,5,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,0,0,0,0,0,0,0,0
222,223,economics_finances,The feeling that some corporations don’t pay their fair share bothers me some,0,22,2,31,2,35,2,32,2,31,2,28,2,16,1,11,1,17,1,3,1,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,1,0,0,0,0,0,0,0,0
223,224,economics_finances,The feeling that some corporations don’t pay their fair share does not bother me at all,0,6,1,22,2,16,1,5,1,11,1,3,1,2,1,3,1,2,1,1,1,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,0,1,-1,0,-1,-1,0,0,-1,-1,-1
224,225,economics_finances,The feeling that some corporations don’t pay their fair share does not bother me too much,0,12,1,29,2,24,2,12,1,23,2,7,1,7,1,4,1,4,1,1,1,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,,0,1,-1,-1,-1,0,0,0,-1,0,0
225,226,economics_finances,The feeling that some poor people don’t pay their fair share bothers me a lot,0,13,1,19,1,21,2,20,1,12,1,15,1,5,1,10,1,9,1,6,1,3.0,2.0,4.0,4.0,4.0,4.0,2.0,,2.0,2.0,2.0,2.0,1,1,-1,-1,-1,1,0,1,1,1,1
226,227,economics_finances,The feeling that some poor people don’t pay their fair share bothers me some,0,19,1,28,2,28,2,22,2,27,2,23,2,10,1,17,1,7,1,5,1,2.0,2.0,4.0,2.0,4.0,,2.0,2.0,2.0,2.0,2.0,,0,1,0,-1,0,0,0,0,0,0,0
227,228,economics_finances,The feeling that some poor people don’t pay their fair share does not bother me at all,0,37,2,19,1,21,2,23,2,24,2,27,2,55,3,42,3,52,3,74,4,3.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,1,1,-1,1,-1,1,1,-1,-1,-1,-1
228,229,economics_finances,The feeling that some poor people don’t pay their fair share does not bother me too much,0,31,2,33,2,28,2,35,2,36,2,34,2,30,2,29,2,31,2,15,1,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,1,1,-1,-1,-1,-1,1,1,1,-1,-1
229,230,economics_finances,The feeling that some wealthy people don’t pay their fair share bothers me a lot,0,59,3,18,1,25,2,50,3,33,2,62,4,74,4,82,5,76,4,93,5,4.0,4.0,4.0,2.0,2.0,,4.0,4.0,4.0,4.0,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0
230,231,economics_finances,The feeling that some wealthy people don’t pay their fair share bothers me some,0,21,2,29,2,27,2,29,2,30,2,27,2,19,1,10,1,17,1,3,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0
231,232,economics_finances,The feeling that some wealthy people don’t pay their fair share does not bother me at all,0,7,1,25,2,20,1,4,1,12,1,3,1,1,1,3,1,2,1,1,1,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1
232,233,economics_finances,The feeling that some wealthy people don’t pay their fair share does not bother me too much,0,12,1,29,2,27,2,16,1,23,2,8,1,5,1,5,1,4,1,2,1,3.0,2.0,4.0,2.0,4.0,2.0,2.0,,2.0,2.0,2.0,4.0,1,1,1,-1,1,1,0,-1,1,1,1
233,234,elected_officials_and_parties,Donald Trump should run for President himself,0,21,2,55,3,42,3,57,3,21,2,19,1,3,1,4,1,1,1,0,1,,2.0,2.0,4.0,3.0,4.0,4.0,,2.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0
234,235,elected_officials_and_parties,Donald Trump should support another presidential candidate who shares his views,0,12,1,27,2,25,2,24,2,13,1,12,1,3,1,2,1,2,1,1,1,2.0,2.0,4.0,4.0,4.0,4.0,3.0,,2.0,2.0,2.0,2.0,0,1,-1,-1,-1,-1,0,0,0,0,0
235,236,elected_officials_and_parties,I am not at all confident that Joe Biden can bring the country closer together,1,37,2,89,5,69,4,82,5,49,3,31,2,23,2,8,1,2,1,10,1,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,0,1,1,1,1,0,0,-1,0,-1,-1
236,237,elected_officials_and_parties,I am not at all confident that Joe Biden can handle the public health impact of the coronavirus outbreak. ,1,30,2,81,5,50,3,74,4,38,2,25,2,11,1,5,1,1,1,4,1,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,0,1,1,0,1,0,0,0,0,0,-1
237,238,elected_officials_and_parties,I am not at all confident that Joe Biden can make good decisions about economic policy,1,32,2,86,5,65,4,78,4,46,3,21,2,13,1,4,1,1,1,7,1,3.0,2.0,,4.0,4.0,4.0,3.0,,2.0,2.0,3.0,4.0,1,0,1,1,1,0,0,-1,0,1,1
238,239,elected_officials_and_parties,I am not at all confident that Joe Biden can make good decisions about foreign policy,1,34,2,89,5,65,4,80,5,47,3,26,2,13,1,6,1,1,1,6,1,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,1,1,1,1,1,0,0,1,-1,0,-1
239,240,elected_officials_and_parties,I am not at all confident that Joe Biden can make wise decisions about immigration policy,1,37,2,93,5,74,4,86,5,46,3,29,2,15,1,6,1,1,1,6,1,3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1,-1,1,1,-1,0,0,1,0,0,1
240,241,elected_officials_and_parties,I am not at all confident that Joe Biden can use military force wisely,1,34,2,86,5,66,4,78,4,47,3,26,2,16,1,6,1,1,1,8,1,2.0,2.0,4.0,4.0,4.0,4.0,4.0,,4.0,2.0,2.0,4.0,0,1,1,1,1,0,0,-1,0,0,-1
241,242,elected_officials_and_parties,I am not too confident that Joe Biden can bring the country closer together,1,28,2,9,1,19,1,14,1,33,2,35,2,38,2,27,2,31,2,38,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,,0,0,0,0,0,0,1,0,1,0,0
242,243,elected_officials_and_parties,I am not too confident that Joe Biden can handle the public health impact of the coronavirus outbreak. ,1,19,1,15,1,30,2,21,2,30,2,25,2,25,2,12,1,6,1,5,1,2.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,0,1,-1,-1,-1,0,-1,0,0,-1,0
243,244,elected_officials_and_parties,I am not too confident that Joe Biden can make good decisions about economic policy,1,19,1,13,1,23,2,18,1,27,2,35,2,22,2,11,1,7,1,9,1,3.0,2.0,4.0,4.0,4.0,4.0,3.0,,4.0,2.0,3.0,2.0,1,1,-1,-1,-1,0,0,1,0,1,-1
244,245,elected_officials_and_parties,I am not too confident that Joe Biden can make good decisions about foreign policy,1,20,1,10,1,21,2,18,1,28,2,33,2,29,2,11,1,12,1,11,1,3.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,,2.0,,1,-1,-1,-1,-1,0,0,0,1,0,1
245,246,elected_officials_and_parties,I am not too confident that Joe Biden can make wise decisions about immigration policy,1,20,1,6,1,18,1,13,1,31,2,34,2,28,2,16,1,12,1,14,1,3.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,1,-1,-1,-1,-1,1,0,0,0,0,1
246,247,elected_officials_and_parties,I am not too confident that Joe Biden can use military force wisely,1,20,1,10,1,22,2,17,1,25,2,34,2,27,2,13,1,11,1,13,1,2.0,2.0,4.0,2.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,0,1,0,-1,-1,-1,0,-1,-1,-1,-1
247,248,elected_officials_and_parties,I am somewhat confident that Joe Biden can bring the country closer together,1,25,2,2,1,8,1,3,1,12,1,26,2,35,2,44,3,46,3,42,3,2.0,2.0,4.0,2.0,2.0,2.0,2.0,,4.0,2.0,4.0,2.0,0,1,0,0,0,0,0,0,0,0,0
248,249,elected_officials_and_parties,I am somewhat confident that Joe Biden can handle the public health impact of the coronavirus outbreak. ,1,30,2,4,1,15,1,5,1,25,2,36,2,46,3,44,3,41,3,48,3,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1,0,1,1,1,0,1,0,0,0,0
249,250,elected_officials_and_parties,I am somewhat confident that Joe Biden can make good decisions about economic policy,1,31,2,1,1,8,1,3,1,19,1,33,2,53,3,44,3,49,3,49,3,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,1,0,1,1,1,0,0,1,0,1,0
250,251,elected_officials_and_parties,I am somewhat confident that Joe Biden can make good decisions about foreign policy,1,29,2,1,1,11,1,2,1,20,1,30,2,47,3,45,3,47,3,51,3,3.0,2.0,4.0,,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,1,1,0,1,1,1,0,-1,-1,0,-1
251,252,elected_officials_and_parties,I am somewhat confident that Joe Biden can make wise decisions about immigration policy,1,29,2,0,1,4,1,1,1,16,1,27,2,46,3,46,3,52,3,55,3,4.0,2.0,4.0,2.0,2.0,2.0,3.0,,4.0,4.0,4.0,,1,0,1,1,1,1,0,0,0,0,0
252,253,elected_officials_and_parties,I am somewhat confident that Joe Biden can use military force wisely,1,28,2,3,1,8,1,5,1,20,1,28,2,45,3,41,3,48,3,45,3,2.0,3.0,4.0,2.0,2.0,2.0,2.0,,2.0,4.0,2.0,2.0,-1,1,0,0,0,0,0,0,0,0,0
253,254,elected_officials_and_parties,I am very confident that Joe Biden can bring the country closer together,1,9,1,0,1,4,1,0,1,5,1,7,1,3,1,21,2,20,1,8,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,0,0,0,0,0,0,0,0,-1,-1,0
254,255,elected_officials_and_parties,I am very confident that Joe Biden can handle the public health impact of the coronavirus outbreak. ,1,21,2,0,1,5,1,0,1,7,1,14,1,18,1,39,2,52,3,41,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,,0,0,0,0,0,0,0,0,-1,0,0
255,256,elected_officials_and_parties,I am very confident that Joe Biden can make good decisions about economic policy,1,17,1,0,1,4,1,0,1,7,1,10,1,11,1,39,2,44,3,34,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,,0,0,0,0,0,0,-1,0,-1,0,-1
256,257,elected_officials_and_parties,I am very confident that Joe Biden can make good decisions about foreign policy,1,17,1,0,1,3,1,1,1,6,1,11,1,9,1,37,2,40,3,31,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,4.0,2.0,0,0,0,0,0,0,0,0,-1,0,0
257,258,elected_officials_and_parties,I am very confident that Joe Biden can make wise decisions about immigration policy,1,14,1,0,1,3,1,0,1,5,1,9,1,9,1,32,2,36,2,24,2,,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0
258,259,elected_officials_and_parties,I am very confident that Joe Biden can use military force wisely,1,17,1,0,1,3,1,0,1,7,1,12,1,10,1,39,2,40,3,32,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0,0,0,0,0,0,0,0,-1,1,0
259,260,elected_officials_and_parties,I approve of the job the DEMOCRATIC leaders in Congress are doing,1,39,2,1,1,6,1,3,1,20,1,31,2,45,3,70,4,83,5,72,4,2.0,2.0,4.0,,2.0,,2.0,2.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0
260,261,elected_officials_and_parties,I approve of the job the REPUBLICAN leaders in Congress are doing,1,27,2,52,3,61,4,54,3,27,2,31,2,12,1,9,1,11,1,3,1,3.0,2.0,2.0,4.0,2.0,2.0,,2.0,,,2.0,,1,-1,-1,-1,-1,0,1,0,1,0,0
261,262,elected_officials_and_parties,I approve of the way Joe Biden is handling his job as president?,1,44,3,1,1,8,1,2,1,20,1,39,2,62,4,79,4,87,5,82,5,,2.0,2.0,,2.0,2.0,2.0,3.0,3.0,,4.0,,0,0,0,0,0,0,0,0,0,0,0
262,263,elected_officials_and_parties,I disapprove of the job the DEMOCRATIC leaders in Congress are doing,1,58,3,97,5,94,5,95,5,77,4,64,4,51,3,28,2,15,1,26,2,3.0,,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,0,1,1,1,1,0,0,-1,1,0,1
263,264,elected_officials_and_parties,I disapprove of the job the REPUBLICAN leaders in Congress are doing,1,70,4,45,3,36,2,44,3,70,4,62,4,85,5,89,5,87,5,96,5,3.0,,4.0,,4.0,2.0,3.0,2.0,4.0,3.0,,4.0,0,1,0,-1,-1,0,-1,1,0,0,1
264,265,elected_officials_and_parties,I disapprove of the way Joe Biden is handling his job as president?=,1,53,3,98,5,91,5,96,5,77,4,58,3,34,2,18,1,10,1,16,1,3.0,3.0,3.0,4.0,3.0,4.0,,3.0,3.0,,3.0,2.0,0,0,1,0,1,0,0,1,0,0,0
265,266,elected_officials_and_parties,"I dislike it a little when political leaders have a degree from a prestigious university, such as Harvard or Stanford",1,6,1,10,1,4,1,7,1,7,1,5,1,5,1,5,1,3,1,5,1,2.0,2.0,2.0,2.0,2.0,,2.0,3.0,2.0,2.0,4.0,3.0,0,0,0,0,0,0,-1,-1,-1,0,0
